SSC_Percentage,HSC_Percentage,Degree_Percentage,Work_Experience,Internships,Projects_Count,Aptitude_Test_Score,Communication_Score,Technical_Score,Certification_Count,Backlogs,CGPA,Extracurricular_Activities,Placement_Training,Placement_Status,Gender_Male,Gender_Other,SSC_Board_State,HSC_Board_State,HSC_Stream_Commerce,HSC_Stream_Diploma,HSC_Stream_Science,Degree_Type_B.Sc,Degree_Type_B.Tech,Degree_Type_BA,Degree_Type_BBA,Degree_Type_BCA,Specialization_Computer Science,Specialization_Data Analytics,Specialization_Finance & HR,Specialization_Information Technology,Specialization_Marketing & Finance,Specialization_Operations
0.3940066225728645,0.5922351809863049,0.774072991923459,0,-0.9285491482222478,0.41398375751341,-0.07943241979579052,-2.2136759613659467,-1.1372762302980932,0.3599149691304208,0.19858027046559817,0.7715470708553098,1,1,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
-0.9962205868416234,-0.12019791852755533,-1.799474824616201,0,0.24238294285246562,0.41398375751341,0.8293996374767721,1.0337166292811182,-1.44023364166061,-1.2790420851975428,-0.8656226795108123,-1.7299665426451238,1,0,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1.496381431344379,0.4792576243770061,-0.47241517704510483,1,-0.9285491482222478,0.41398375751341,0.16520525041524856,1.0903529213490293,0.7625192034543562,1.9988720234583846,-0.8656226795108123,-0.35786765762809547,1,1,1,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
0.1933271886861231,-0.28460555687690786,0.3778508971486612,0,1.413315033927179,1.0677799633147524,0.6719102467302253,2.1465829916025254,1.009819666138531,1.1793934962944026,-0.8656226795108123,0.295512763808585,0,0,1,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
-0.8282310154884683,0.23896953755872125,-0.26198143293025977,0,-0.9285491482222478,-0.8936086540892748,-1.5329412237214302,-0.0637034715672216,-0.9157960015368595,-1.2790420851975428,-0.8656226795108123,-0.06851347099185089,1,1,1,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0.12703941188190482,-0.5923429312231313,-2.5331492297733638,0,0.24238294285246562,0.41398375751341,-1.9251084813116452,0.34084147177499546,-1.1636702471971005,-0.45956355803356097,0.19858027046559817,-2.476687024287044,1,0,0,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
0.641904746785899,1.9555539051447792,1.4897373018635853,0,0.24238294285246562,2.375372374917437,0.6364284472339681,1.5243193151161336,1.6495876844514221,0.3599149691304208,0.19858027046559817,1.490265534435658,0,0,1,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
0.01898125517365935,-0.9068252343221491,-1.248745070874196,0,-0.9285491482222478,-0.8936086540892748,-0.8867989802632655,0.9064688561934763,-0.5652146031609168,-1.2790420851975428,2.326986170418419,-1.2445982295778752,1,0,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.6064907290411798,-0.4894827677430244,-0.9340423544501935,0,-0.9285491482222478,1.721576169116095,-0.45417002149310715,0.22830442389979697,0.7613716375022248,1.1793934962944026,-0.8656226795108123,-1.011248079064775,1,0,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0.6800429197417506,-0.15307944619742586,0.12381376461362231,0,-0.9285491482222478,0.41398375751341,1.0584751149262952,0.5938659454290363,1.0149837129231196,-0.45956355803356097,-0.8656226795108123,0.043494601254437264,1,1,1,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
-1.304958177436611,-0.5105606700955049,0.7399486009859166,1,1.413315033927179,-0.2398124482879324,-1.1177419208441701,-1.1125781792144958,-0.4263591229530964,0.3599149691304208,0.19858027046559817,0.5942009564653534,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-0.7719318077917355,-0.6471454773395819,-0.4875815730173463,0,-0.9285491482222478,-0.2398124482879324,-0.304772970982549,-1.1758342976280058,-0.5784116116104201,-1.2790420851975428,-0.8656226795108123,-0.619219826202767,1,0,0,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
0.26415522417556153,0.08973798890315564,1.2878346554831261,0,1.413315033927179,-1.5474048598906172,-0.11989412097573329,0.7409731975534786,-0.796449142515262,-1.2790420851975428,2.326986170418419,1.2382473718815101,0,1,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.7408823861237042,-0.704477371738331,-1.3918779328622213,0,0.24238294285246562,0.41398375751341,0.7876929608759079,-0.4520666171757496,-0.23127291109086978,1.1793934962944026,0.19858027046559817,-1.3659403078446872,1,0,0,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-1.784409494595886,-1.0509980864131196,-0.37098990398074316,0,-0.9285491482222478,-0.8936086540892748,-0.69258281459954,0.24375068537286296,-1.2417047319419912,-1.2790420851975428,1.2627832204420086,-0.3765356696691431,0,1,0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0.8943431296841537,0.889012046109238,1.3750414323235125,0,-0.9285491482222478,-0.8936086540892748,-0.610414436818733,1.7405669757390638,0.5932532255150711,1.1793934962944026,-0.8656226795108123,1.3315874320867498,1,1,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.5719847630335051,1.657090807833648,-0.2515545356993441,0,-0.9285491482222478,-0.2398124482879324,1.0441578975856998,0.6909567318311677,-0.28061824703249183,1.1793934962944026,0.19858027046559817,-0.40453768773071536,1,1,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
-1.9269736173118068,-0.7727697753603693,-0.8231380839031803,0,-0.9285491482222478,-0.2398124482879324,-1.3038657462719074,0.04809804004735484,-1.6594187385175825,-1.2790420851975428,-0.8656226795108123,-0.8152339526337711,1,1,0,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False
1.0659649079854852,1.769225248348847,0.18353144875432117,1,0.24238294285246562,-0.2398124482879324,0.26231333324711154,1.3036584369294701,1.0694930956493303,1.1793934962944026,0.19858027046559817,0.14616866748020077,1,1,1,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
0.6446289019970314,1.3029820483119658,0.39491309261743174,1,-0.9285491482222478,1.0677799633147524,-0.047063058851836044,0.04294928622299881,-0.6489869176664612,-0.45956355803356097,0.19858027046559817,0.43552285411644537,1,1,1,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0.6391805915747667,-1.1336234636348452,0.6318880296836988,0,0.24238294285246562,-0.2398124482879324,-0.352082036977559,0.29156054231330714,-0.10676200528468381,-0.45956355803356097,0.19858027046559817,0.8275511069784535,1,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-2.400976624048817,-1.0543705507895167,-0.12358806968356043,0,-0.9285491482222478,-0.2398124482879324,-0.7131249090447417,-1.117726933038851,-1.375396165365223,0.3599149691304208,-0.8656226795108123,-0.04051145293027864,1,1,0,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False
0.5293063313924334,-0.34278056736975543,-0.09704687673213841,1,0.24238294285246562,-0.2398124482879324,1.2975103957431877,1.6272943916032439,-0.8113674998929615,0.3599149691304208,-0.8656226795108123,-0.13385151313551918,0,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.17153394699706562,-0.6370280842103913,2.2016100128106517,0,-0.9285491482222478,0.41398375751341,0.11042633189471084,0.009114618234377524,0.4027572774613669,-0.45956355803356097,-0.8656226795108123,2.199649991995482,0,1,1,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
-0.02278912473036782,-1.1133886773764632,0.6043989369840126,0,0.24238294285246562,1.0677799633147524,-0.08192237063763311,-1.3861976681659585,0.04586426634870513,1.1793934962944026,0.19858027046559817,0.6595389986090217,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
-0.2879402319472397,-0.6977324429855366,0.585440942018711,0,-0.9285491482222478,0.41398375751341,-1.887136730973545,-0.11151332850766528,-0.807351019060504,-0.45956355803356097,-0.8656226795108123,0.6035349624858772,0,1,0,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
0.38220194999129187,0.8923845104856343,-0.07619308227030702,0,-0.9285491482222478,-0.8936086540892748,1.2190769442251452,0.13783346384326461,-0.8268596402467264,0.3599149691304208,-0.8656226795108123,0.136834661459677,0,1,0,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
-1.0706808292792382,-0.824199857100423,-0.7937531917069637,1,0.24238294285246562,-0.8936086540892748,0.2909477679283015,-0.20860411490979727,-1.7994217846775333,-1.2790420851975428,0.19858027046559817,-0.8152339526337711,1,1,0,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.17897402350194969,-1.3039329146428924,1.9437812812825535,1,1.413315033927179,-0.8936086540892748,0.8076125676106494,-0.47339716873379367,0.7843229565448401,-0.45956355803356097,-0.8656226795108123,2.0223038776055264,1,0,1,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False
-1.0997384848646488,-1.9387993334996216,-1.3719720381486553,0,0.24238294285246562,-0.8936086540892748,-0.6396713592103839,-1.2067268205741388,0.10094743205098136,-0.45956355803356097,0.19858027046559817,-1.2352642235573514,1,0,0,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0.1878788782638584,-0.056964211470112144,-0.023110696367462984,0,0.24238294285246562,1.0677799633147524,0.7584360384842569,-0.7264216423878344,0.9931799598326357,-0.45956355803356097,0.19858027046559817,-0.0031754288481825924,0,0,0,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
-0.4831713554117177,-1.0813502658006924,-0.06007878654980069,0,-0.9285491482222478,-0.2398124482879324,-0.7591889996188306,0.07899056299348786,0.45439774530725074,-1.2790420851975428,0.19858027046559817,-0.20852356129971128,0,1,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.6564335745786041,1.6511889951749525,-0.16339985911069346,1,0.24238294285246562,-0.2398124482879324,0.6165088404992266,-0.44471125456952737,0.37349434568203344,1.1793934962944026,-0.8656226795108123,-0.17118753721761523,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
-0.2888482836842842,1.3299617633231422,-0.11316117245264473,0,-0.9285491482222478,-0.2398124482879324,-0.15039601878830572,-1.7848583214231974,-0.5158692672192947,0.3599149691304208,-0.8656226795108123,0.024826589213388824,1,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
-1.1460491234538968,-0.5906566990349331,-0.5861631468369133,0,0.24238294285246562,1.0677799633147524,0.49636871238031977,-0.9316362591014314,0.76079785452616,-0.45956355803356097,0.19858027046559817,-0.4325397057922868,0,0,1,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0.851664698043082,0.9792254681778564,0.061252381228128136,0,0.24238294285246562,0.41398375751341,1.4369476428863759,-0.4064633690171721,1.6495876844514221,1.1793934962944026,-0.8656226795108123,0.09016463135705712,0,0,1,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0.5256741244442565,0.38398550574379087,-1.0089264345631337,0,-0.9285491482222478,1.0677799633147524,1.6610432186522128,-1.2162887919622278,1.5342573062622817,-0.45956355803356097,-0.8656226795108123,-0.9739120549826791,1,0,1,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
-2.3673787097781864,0.31822245040405106,-0.049651889318885,0,-0.9285491482222478,-1.5474048598906172,0.46897925312005,1.516963952509912,1.2513822990620536,-0.45956355803356097,1.2627832204420086,0.10883264339810474,0,0,1,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.726118520816532,1.2844334942417825,-0.6060690415504798,0,0.24238294285246562,1.0677799633147524,0.3052649852688969,0.4033620539278831,0.04242156849231276,1.1793934962944026,-0.8656226795108123,-0.5912178081411956,1,1,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
-1.6227762854020393,0.0012107990227354039,-1.3056190557701004,0,-0.9285491482222478,-1.5474048598906172,-0.964609944070848,-0.48443021264312675,0.15029276799260338,-1.2790420851975428,1.2627832204420086,-1.4312783499883555,1,1,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
-0.38691787128504485,0.01891623699881897,-0.26861673116811596,0,0.24238294285246562,0.41398375751341,-1.1295691873429226,0.5585602049191698,-0.7901375297785429,0.3599149691304208,0.19858027046559817,-0.10584949507394693,0,0,1,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.6900314888492355,-0.5476577782358714,0.2119684412022743,0,-0.9285491482222478,0.41398375751341,-0.14728358023600216,-0.18580249083050854,-0.28176581298462233,0.3599149691304208,-0.8656226795108123,0.30484676982910963,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0.8044460077167901,0.7482116583946643,0.39206939337263647,1,1.413315033927179,0.41398375751341,-0.004733894540511229,1.6059638400451992,0.7189116972733876,0.3599149691304208,-0.8656226795108123,0.5568649323832573,1,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1.357449515576636,-0.20282329574928146,-0.2164822450135375,0,-0.9285491482222478,1.0677799633147524,0.6445207874699564,0.5901882641259254,0.7303873567946951,0.3599149691304208,1.2627832204420086,-0.3672016636486193,0,0,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.06819171158257188,-1.5796318774133444,-0.06007878654980069,0,0.24238294285246562,-0.2398124482879324,-0.1553759204719909,0.13194917375828705,-0.913500869632598,-0.45956355803356097,1.2627832204420086,-0.16185353119709062,1,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
-0.14810026444245192,1.3763331484986003,-0.9558440486602904,0,0.24238294285246562,-0.2398124482879324,0.9489172778852188,-0.5925540429545918,-0.4125883315275274,0.3599149691304208,-0.8656226795108123,-0.7685639225311512,0,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.18061446436750592,0.5677848142574263,0.419558486072324,1,0.24238294285246562,-1.5474048598906172,0.14341818054912583,1.241873391037205,0.5404651917170566,-1.2790420851975428,-0.8656226795108123,0.05282860727496107,0,1,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1.1640344955862458,0.10322784640874323,0.8233637788332422,1,-0.9285491482222478,-0.8936086540892748,0.665062881915158,0.060602156477932566,-0.70120116848841,-0.45956355803356097,1.2627832204420086,0.6315369805474494,1,1,1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0.08436098024083309,1.5854259398352115,0.9086747561770989,0,-0.9285491482222478,1.0677799633147524,1.7357417439074923,0.16210616044379747,1.0912968487398143,0.3599149691304208,-0.8656226795108123,0.6595389986090217,0,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
-0.6329998920239903,0.20608800988885073,0.8887688614635331,0,0.24238294285246562,1.721576169116095,-0.0009989682777475739,-0.7654050642008117,0.16406355941817205,1.1793934962944026,-0.8656226795108123,0.9395591792247416,1,1,1,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
0.7753883521313789,0.2103035903593479,-0.6392455327397573,0,0.24238294285246562,-0.2398124482879324,-0.5519005920354307,0.3577588057693056,1.0046556193539433,-1.2790420851975428,-0.8656226795108123,-0.19918955527918666,0,0,1,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
-1.9296977725229392,0.01891623699881897,-0.6600993272015887,0,0.24238294285246562,-0.2398124482879324,-1.4395680671523312,-0.318199017742507,0.01487998564117546,0.3599149691304208,1.2627832204420086,-0.32986563956652326,0,0,0,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.633732281152502,1.02053815678872,-0.2174301447618017,0,-0.9285491482222478,-0.2398124482879324,0.8711063140776364,0.3768827485454835,-0.25365044715741936,0.3599149691304208,-0.8656226795108123,-0.6005518141617194,1,0,1,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
0.8126184733501872,1.941220931545093,2.0452065543469153,1,0.24238294285246562,0.41398375751341,1.3566467282369505,1.8692858213479508,1.6495876844514221,1.9988720234583846,-0.8656226795108123,1.8356237571950453,0,1,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
-0.4559298033003955,0.5163547325173726,0.8593839692673158,1,0.24238294285246562,-1.5474048598906172,-0.23816678596325846,-0.4851657489037488,-0.5457059819746939,-1.2790420851975428,0.19858027046559817,0.6315369805474494,0,0,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1.5281632421409228,0.2237934478649355,-0.4762067760381657,1,2.5842471250018924,1.0677799633147524,0.6694202958883831,-2.18131236589857,0.35513329044794106,-0.45956355803356097,-0.8656226795108123,-0.27386160344337873,1,1,0,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False
-0.20803167908736095,0.6343909856912671,-0.3453966107775867,0,-0.9285491482222478,1.721576169116095,-0.28423087653734735,-0.5476863310566369,1.6495876844514221,0.3599149691304208,2.326986170418419,-0.19918955527918666,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
-0.9235764478780966,-1.1386821601994408,-1.5435418925846323,0,-0.9285491482222478,-1.5474048598906172,-1.2621590696710432,-2.6917745307703846,-1.723108648860839,-1.2790420851975428,1.2627832204420086,-1.6552944944809318,1,1,0,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.705468368378985,0.260890556005302,-0.3330739140501399,0,-0.9285491482222478,0.41398375751341,0.4758266179351172,0.5762130751741025,-0.04995749065421221,0.3599149691304208,-0.8656226795108123,-0.4698757298743828,1,0,1,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.013708607359927523,-0.38915195254521356,0.8290511773228328,0,0.24238294285246562,0.41398375751341,0.7584360384842569,0.5453205522279694,0.3947243157964516,-0.45956355803356097,1.2627832204420086,0.9022231551426456,1,1,1,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0.10887837714102422,0.6394496822558615,-0.023110696367462984,0,-0.9285491482222478,-0.8936086540892748,0.6202437667619907,-0.23581895655281893,0.41538050293480505,1.1793934962944026,-0.8656226795108123,-0.12451750711499537,0,0,0,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0.43577700247689294,-0.0063772458241580674,-0.7321397080697344,0,-0.9285491482222478,-0.2398124482879324,0.49387876153847676,-0.3226122353062399,0.9960488747129624,1.1793934962944026,1.2627832204420086,-0.47920973589490745,0,0,1,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
-0.2661469902581822,-0.39505376520390884,-0.011735899388281734,0,1.413315033927179,0.41398375751341,-0.0009989682777475739,-0.5668102738328142,-0.416604812359985,-1.2790420851975428,-0.8656226795108123,0.4448568601369692,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.4795391484635408,-1.4658112047099465,0.2906441203082748,0,-0.9285491482222478,-0.2398124482879324,-0.9639874563603874,0.9366258428789868,0.11127552562015765,-0.45956355803356097,-0.8656226795108123,0.27684475176753737,1,1,1,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0.4058112951544384,0.1875394558186675,0.34372650621111883,0,-0.9285491482222478,-1.5474048598906172,-0.06013530077150994,-0.23361234777095272,-1.709911640411335,-1.2790420851975428,-0.8656226795108123,0.18350469156229685,0,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
-1.838892598818531,-0.5544027069886658,-0.23164864098577825,0,-0.9285491482222478,-0.2398124482879324,1.1891975341230332,1.1256586618588946,-0.7493989384779014,0.3599149691304208,-0.8656226795108123,-0.2365255793612827,0,1,0,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2.332697081161979,1.0492041039880933,2.38834626321887,0,-0.9285491482222478,-0.8936086540892748,2.1988726004902226,0.2981803686589063,0.3384935841420457,1.9988720234583846,-0.8656226795108123,2.35832809434439,1,1,1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.22256050688006596,0.09311045327955314,0.02049269205272956,0,1.413315033927179,0.41398375751341,-0.37884900852736736,-1.2045202117922722,1.009819666138531,-0.45956355803356097,-0.8656226795108123,-0.16185353119709062,1,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0.3240866388204706,-0.5451284299535741,-2.5890753149210024,1,0.24238294285246562,-0.8936086540892748,-0.4759570913592303,0.2084449448629965,-1.0150604563961687,-1.2790420851975428,0.19858027046559817,-2.3460109399997084,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1.0650568562484406,-0.34278056736975543,0.06409608047292345,1,2.5842471250018924,1.0677799633147524,1.0802621847924179,-0.30790151009379596,0.3843962222272754,0.3599149691304208,-0.8656226795108123,0.09949863737758093,1,1,1,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
